N,M,D1_csi,D1_frag_onset,D1_n_comm,D2_max_gini,D2_transition,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D3_entropy,D4_h1_bars,D4_h1_persist,D4_h1_entropy,D4_h1_bars_norm,D4_cycle_rank,D4_cycle_rank_norm,rewire_id
223,263,0.5789473684210527,0.26366508987303583,12,0.5623462429257531,2,0.08079896187305428,0.0036438980353818546,0.9429940899436074,6.683638871869631,65,66.0,6.014091089055329,0.2914798206278027,76,0.34080717488789236,90
223,263,0.6842105263157895,0.26366508987303583,14,0.5644576476036642,2,0.08134169357089845,0.003633472836866907,0.94684493826001,6.674865573275145,54,54.0,5.754887502163392,0.242152466367713,78,0.34977578475336324,91
223,263,0.631578947368421,0.33598182862837817,13,0.611910860595378,2,0.045374652356251086,0.0021205694749984617,0.9180208060462273,6.682412431925233,58,59.0,5.848744744277012,0.2600896860986547,77,0.3452914798206278,92
223,263,0.7368421052631579,0.20691380811147897,14,0.6079361448207242,2,0.08011044741989144,0.0036115254321578373,0.9049220940786177,6.678784989804869,64,64.0,5.999999999999908,0.28699551569506726,78,0.34977578475336324,93
223,263,0.5263157894736842,0.12742749857031338,13,0.5536804390739283,2,0.07496290220040498,0.0033827442891386913,0.9282199914324817,6.680450339052286,66,68.0,6.02863931183848,0.29596412556053814,77,0.3452914798206278,94
223,263,0.6842105263157895,0.20691380811147897,12,0.5865895521256212,2,0.08124511795090203,0.0036504848462957243,0.9394831014583883,6.675793183180825,59,59.0,5.882643049361757,0.2645739910313901,77,0.3452914798206278,95
223,263,0.6842105263157895,0.33598182862837817,13,0.5591049882113633,2,0.08067763141807356,0.0036568151295405266,0.9442467230614603,6.677279646090745,58,58.0,5.857980995127488,0.2600896860986547,78,0.34977578475336324,96
223,263,0.7368421052631579,0.42813323987193935,13,0.6841421677141067,2,0.048014245609440724,0.0021615001299138,0.9526625702559531,6.677352537105973,59,59.0,5.882643049361757,0.2645739910313901,77,0.3452914798206278,97
223,263,0.6842105263157895,0.33598182862837817,14,0.5305485054508633,2,0.07544024223533932,0.0033607794160127285,0.932587932092213,6.676756789110632,60,62.0,5.889680181354531,0.26905829596412556,77,0.3452914798206278,98
223,263,0.5789473684210527,0.42813323987193935,12,0.5900748943235833,2,0.06985954392584275,0.0031458580104545726,0.9369728124746354,6.676084375900829,57,58.0,5.8234982365068,0.2556053811659193,78,0.34977578475336324,99
