comp_id,N,M,doc_rate,test_rate,D1_csi,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D4_cycle_rank_norm
0,185,262,0.44324324324324327,0.15675675675675677,0.9473684210526315,0.06679030238817349,0.0030287152145725953,0.3015679411553461,0.42162162162162165
