intervention,D1_csi_snr,D1_csi_delta,D1_frag_onset_snr,D1_frag_onset_delta,D2_max_gini_snr,D2_max_gini_delta,D3_norm_gap_snr,D3_norm_gap_delta,D3_fiedler_bim_snr,D3_fiedler_bim_delta,D3_entropy_snr,D3_entropy_delta,D4_h1_bars_norm_snr,D4_h1_bars_norm_delta,D4_h1_persist_snr,D4_h1_persist_delta
add_domains,0.5480880714314023,-0.05263157894736842,0.9081047646993936,-0.06237767391887217,6.148526997707168,-0.05198443071168113,1.151801728830343,-0.0029137560807771194,2.064490104401952,0.6881311584468938,6.847767650750654,-0.17870543773619918,8.669862971831515,-0.40789473684210525,7.577755172747595,-30.0
remove_orphans,1.0961761428628045,0.10526315789473684,3.8689146376512995,0.26575556595306715,1.8636277967844521,-0.015756559271908777,6.528701507422272,0.016515901340197092,2.1530685998085377,0.7176559416016544,6.739767207589955,-0.17588696207302146,2.6977687758503026,0.12692307692307692,0.0,0.0
remove_shortcuts,0.5480880714314023,0.05263157894736842,0.0,0.0,0.016897675086212455,-0.0001428660913476154,0.005121027880145942,-1.2954856510553371e-05,0.058394385066119346,0.01946388396663351,0.3708925067004606,-0.009679140873846137,1.118691996365358,-0.052631578947368474,1.010367356366346,-4.0
add_monitors,2.192352285725609,0.21052631578947367,0.0,0.0,2.787119935438545,0.023564480276817457,0.20500915006062656,-0.0005186193445035946,0.002383265102415421,-0.0007943845176658082,1.8151800411688728,0.047370553495858836,0.9840346264324895,-0.04629629629629628,0.0,0.0
