scale,governance,seed,N,M,D1_csi,D1_frag_onset,D1_stab_var,D1_n_comm_g1,D1_mod_g1,D2_max_gini,D2_transition,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D3_entropy,D4_h1_bars,D4_h1_persist,D4_h1_entropy,D4_h1_bars_norm,D4_cycle_rank,D4_cycle_rank_norm,BL_mean_degree,BL_std_degree,BL_max_in_degree,BL_max_out_degree,BL_mean_betweenness,BL_max_betweenness,BL_max_pagerank,BL_diameter,BL_density,MTTD_stew_mean,MTTD_stew_max,MTTD_bc_mean,MTTD_rand_mean,MTTD_stew_undetected
small,baseline,48,32,54,0.5789473684210527,0.42813323987193935,0.13010646799353748,6,0.36483646074911713,0.5637112403100775,1,0.28489639779754533,0.03508693452265835,0.8469580682366988,4.671621636142788,23,24.0,4.50162916738779,0.71875,23,0.71875,3.375,1.192424001771182,3,5,0.0033602150537634405,0.020340501792114694,0.08351588443861481,7,0.05443548387096774,2.25,4.0,2.25,2.0,0
small,baseline,49,32,54,0.5789473684210527,0.42813323987193935,0.13163663968377132,6,0.3694187089999235,0.6048934108527132,0,0.2537837623946949,0.026585581001994037,0.8986384588136958,4.637105655029185,23,23.0,4.523561956056981,0.71875,23,0.71875,3.375,1.4737282653189494,3,8,0.0033602150537634405,0.01827956989247312,0.07568205714377821,7,0.05443548387096774,2.25,4.0,2.25,2.0,0
small,baseline,50,32,54,0.631578947368421,0.26366508987303583,0.13467886499106516,5,0.4694969394824291,0.5372023809523809,2,0.3222074154279191,0.041121204644913985,0.6869720318114473,4.696961097975332,23,24.0,4.50162916738779,0.71875,23,0.71875,3.375,0.960143218483576,3,5,0.003225806451612903,0.012903225806451613,0.09396454550387603,6,0.05443548387096774,3.0,3.0,2.0,2.25,0
small,baseline,51,32,54,0.631578947368421,0.33598182862837817,0.1312901854603249,5,0.41916748527726555,0.5559593023255814,1,0.455673429022529,0.051794976666276187,0.519227290286479,4.664893257331287,23,23.0,4.523561956056981,0.71875,23,0.71875,3.375,1.2686114456365274,3,7,0.0033602150537634405,0.013799283154121862,0.08801993174105721,6,0.05443548387096774,2.25,3.0,2.25,2.625,0
small,poor,42,43,74,0.47368421052631576,0.16237767391887217,0.10801229878375676,6,0.42344881691547304,0.6604651162790698,0,0.10080347402340228,0.009188643480632523,0.3798982202280939,5.0103525323154985,32,32.0,4.999999999999954,0.7441860465116279,32,0.7441860465116279,3.441860465116279,1.7823726750102065,4,9,0.0015800988574669798,0.012659698025551685,0.05510673246045827,11,0.04097452934662237,2.5,5.0,1.75,1.875,0
small,poor,43,46,76,0.5263157894736842,0.12742749857031338,0.10070496271799297,7,0.4334409514405197,0.6265266243282853,0,0.05992724638610561,0.006263652782428485,0.8702330838117743,5.125850819581743,31,31.0,4.9541963103868305,0.6739130434782609,31,0.6739130434782609,3.3043478260869565,1.5585607242552106,3,7,0.0016798418972332016,0.01052188552188552,0.04396270868022381,14,0.03671497584541063,2.5,7.0,3.0,2.125,0
small,poor,44,48,79,0.5789473684210527,0.42813323987193935,0.09831943513557577,8,0.4360324639191066,0.6094322344322345,0,0.05565387224221805,0.005843429945475447,0.7691584191015894,5.191270370377679,32,32.0,4.999999999999954,0.6666666666666666,32,0.6666666666666666,3.2916666666666665,1.485461955831324,4,7,0.001580326857847672,0.005889608387295714,0.04884347341028244,15,0.0350177304964539,2.0,3.0,3.0,1.75,0
small,poor,45,46,77,0.631578947368421,0.12742749857031338,0.10958507975921292,8,0.43170612896844657,0.6122345803842265,0,0.07690362409737944,0.006108617577537207,0.1808009625177249,5.056272839349475,33,33.0,5.044394119358405,0.717391304347826,33,0.717391304347826,3.347826086956522,2.03467112292132,3,11,0.0015261308739569612,0.006447811447811447,0.060277277660274735,12,0.03719806763285024,2.375,6.0,2.125,3.375,0
small,poor,46,48,79,0.7368421052631579,0.12742749857031338,0.09870556563777319,8,0.4786194477739311,0.5918859649122807,0,0.055157497368384115,0.005563376297216611,0.8041641964832517,5.181934438669735,32,32.0,4.999999999999954,0.6666666666666666,32,0.6666666666666666,3.2916666666666665,1.5405401289446792,4,8,0.0016863243909959913,0.004818069688559975,0.058913940022673535,15,0.0350177304964539,1.75,2.0,1.625,2.0,0
small,poor,47,46,77,0.631578947368421,0.5455594781168519,0.10253166242225134,7,0.4411014285482192,0.5763872207542637,0,0.05978151329838695,0.0055550192895332485,0.7335204798194155,5.121652607832765,32,32.0,4.999999999999954,0.6956521739130435,32,0.6956521739130435,3.347826086956522,1.6447200277719776,4,9,0.001756697408871322,0.00664983164983165,0.05719098003281462,13,0.03719806763285024,2.5,7.0,2.625,3.5,0
