project_id,date,sha,commit_msg,N,M,too_small,D1_csi,D1_n_comm,D2_max_gini,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D4_cycle_rank_norm,n_components,giant_component_frac,isolated_frac,n_staging,n_intermediate,n_mart,n_unclassified,n_sql_files,n_dbt_projects,M_strict,M_recovered_by_permissive,nodes_touched_by_recovered,edges_dropped_as_commented_out,n_documented,n_tested,n_yaml_files,doc_rate,test_rate
prefeitura-rio__queries-rj-iplanrio,2025-04-16T11:19:36,d95c0ddfdb3e513d3083d71b491f03d9cb7ee97c,chore: Add .gitkeep file to models/mart directory,2,0,True,,,,,,,,2,0.5,1.0,0,0,0,2,2,1,0,0,0,0,2,2,5,1.0,1.0
prefeitura-rio__queries-rj-iplanrio,2025-05-23T15:54:43,9966dc7a793fbac2123881b8dd610e338e274540,Merge branch 'master' of https://github.com/prefeitura-rio/queries-rj-iplanrio,18,4,False,0.7857142857142857,1,0.7777777777777778,1.0,0.2,0.13774561625140247,0.0,14,0.277778,0.722222,4,4,1,9,18,1,4,0,0,0,4,2,12,0.222222,0.111111
prefeitura-rio__queries-rj-iplanrio,2025-06-16T16:42:38,0b1f5d8494d9b9be68a7d27f7616d3580fb6d605,refactor: remove unidades administrativas staging source and update related SQL model,19,4,False,0.7857142857142857,1,0.7894736842105263,1.0,0.2,0.2305365084578394,0.0,15,0.263158,0.736842,4,4,1,10,19,1,4,0,0,0,5,2,14,0.263158,0.105263
prefeitura-rio__queries-rj-iplanrio,2025-07-22T05:37:19,5a9c73be4535c94c63f4d5420d133085af6f2fd5,refactor: enhance raw_bcadastro_cnpj model by updating descriptions,19,7,False,0.6428571428571429,3,0.706766917293233,0.3819660112501054,0.0739635307602976,0.2222222222222492,0.0,12,0.368421,0.526316,4,0,1,14,19,1,7,0,0,0,5,1,16,0.263158,0.052632
prefeitura-rio__queries-rj-iplanrio,2025-08-22T15:06:53,92e6a76a27653cb26cf332b4c9d166b0c5264f49,Update setur,212,100,False,0.7142857142857143,4,0.7647941680960549,0.33388607118273805,0.026295189645823783,0.5741328827975744,0.10377358490566038,134,0.122642,0.551887,4,1,23,184,212,1,100,0,0,0,138,17,73,0.650943,0.080189
prefeitura-rio__queries-rj-iplanrio,2025-09-19T20:39:04,8b768e029e79ac134030002e54d450561f119836,Merge branch 'master' of https://github.com/prefeitura-rio/queries-rj-iplanrio into fix/bcadastro-cnpj-parse,242,102,False,0.7142857142857143,4,0.7922166029357346,0.34011750515948413,0.025303726447962957,0.6273195648520737,0.09504132231404959,163,0.107438,0.603306,4,1,24,213,242,1,102,0,0,0,164,34,96,0.677686,0.140496
prefeitura-rio__queries-rj-iplanrio,2025-10-20T16:32:40,bd37bcf405a34a0212fe04ae1b02421679d47458,Merge branch 'staging/tool_equipamentos_smas',277,118,False,0.7142857142857143,4,0.7780845190061584,0.34011750515948413,0.025303726447962957,0.6273192555449618,0.08303249097472924,182,0.093863,0.566787,4,1,25,247,277,1,118,0,0,0,194,55,164,0.700361,0.198556
prefeitura-rio__queries-rj-iplanrio,2025-11-19T17:56:35,00f444de689814a3172e96703d42c2862edefcbf,Merge branch 'master' into feat/add-unidade_administrativa,319,147,False,0.7142857142857143,4,0.7568205096371706,0.34011750515948413,0.025303726447962957,0.6273196133812224,0.0877742946708464,200,0.081505,0.514107,4,1,27,287,319,1,147,0,0,0,241,78,231,0.755486,0.244514
prefeitura-rio__queries-rj-iplanrio,2025-12-18T12:41:07,6f54b40f5a3e3a6c80c9955b26f71b8dad3e1cf9,Merge branch 'master' into feat/add-sicop_new,334,173,False,0.7142857142857143,4,0.7429708484266035,0.34011750515948413,0.025303726447962957,0.6273192667216069,0.11077844311377245,198,0.077844,0.479042,4,1,32,297,334,1,173,0,0,0,256,79,248,0.766467,0.236527
prefeitura-rio__queries-rj-iplanrio,2026-01-12T14:40:16,efa013a1cdb8265c5050990c2d1bad5300fbd830,add schema in dbt_project.yml and remove .claude,339,175,False,0.7142857142857143,4,0.7448558184335681,0.34011750515948413,0.025303726447962957,0.6273195669089675,0.10914454277286136,201,0.076696,0.480826,4,1,32,302,339,1,175,0,0,0,258,80,248,0.761062,0.235988
prefeitura-rio__queries-rj-iplanrio,2026-02-11T16:29:04,f9817f649285fead85e7d9fbaf80fdfcaeaeb4e3,"Altera materialização de views para tables nos modelos de municípios, unidades federativas, sexos e CBOs",357,175,False,0.7142857142857143,4,0.7577202309495227,0.34011750515948413,0.025303726447962957,0.6273195760881914,0.10364145658263306,219,0.072829,0.507003,4,1,32,320,357,1,175,0,0,0,276,80,267,0.773109,0.22409
prefeitura-rio__queries-rj-iplanrio,2026-03-20T15:11:02,269e6428fb91915174a33a204b92f7fcb28039e4,fix: add table alias prefixes to selected columns for clarity in SQL queries,414,241,False,0.7142857142857143,11,0.8025464668795546,0.18272945971665489,0.010706962734650912,0.7622216473089473,0.11352657004830918,220,0.089372,0.42029,4,1,47,362,414,1,241,0,0,0,333,140,326,0.804348,0.338164
prefeitura-rio__queries-rj-iplanrio,2026-04-17T07:06:05,5cfcd7d5b6de60442c7bfe9729e11283fc1e0ab6,Fix identification of equipment by updating id_equipe to id_ine in the SQL query,415,241,False,0.7142857142857143,11,0.8030222585256279,0.18272945971665344,0.010706962734650825,0.7622216473072849,0.11325301204819277,221,0.089157,0.421687,4,1,73,337,415,1,241,0,0,0,334,141,328,0.804819,0.339759
prefeitura-rio__queries-rj-iplanrio,2026-05-19T13:13:37,e0db84237d5a05859c7d35b9b298c348e8cc13b2,feat: add QMD mission details model with incremental processing and comprehensive metadata,440,256,False,0.7142857142857143,11,0.8007188160676533,0.18272945971665344,0.010706962734650825,0.7622216473078133,0.11363636363636363,234,0.084091,0.425,4,1,75,360,440,1,256,0,0,0,358,143,346,0.813636,0.325
